violence_physique,ctrl_score,ethnicite,transmission_intergen,alcool_partenaire,ecart_age,age_femme,religion,age_partenaire,region,occupation_partenaire,age_premiere_union,age_premier_rapport,richesse,education_partenaire,education_femme,attitude_score,autonomie_score,polygamie,residence_partenaire,milieu
0,3,179,0.0,,5.0,48,2,53.0,9,42.0,28,17.0,2,2.0,2,1.0,0,2.0,2.0,2
0,0,174,0.0,0.0,,40,1,,9,,24,19.0,2,,2,0.0,0,,,2
0,0,202,0.0,0.0,19.0,26,2,45.0,9,12.0,21,22.0,2,0.0,1,4.0,1,0.0,1.0,2
0,0,18,0.0,,3.0,33,2,36.0,7,96.0,31,22.0,5,3.0,2,0.0,0,0.0,1.0,2
0,0,10,0.0,,30.0,25,4,55.0,7,11.0,15,17.0,3,0.0,0,0.0,0,1.0,1.0,2
0,1,14,0.0,,5.0,25,4,30.0,7,11.0,14,15.0,2,0.0,1,0.0,0,0.0,1.0,2
0,1,77,0.0,,7.0,30,4,37.0,7,66.0,17,15.0,2,0.0,0,0.0,0,0.0,1.0,2
0,1,77,0.0,,13.0,27,4,40.0,7,62.0,16,16.0,4,1.0,0,0.0,0,1.0,1.0,2
0,0,222,0.0,,12.0,18,4,30.0,7,62.0,15,16.0,3,1.0,0,0.0,0,0.0,1.0,2
0,0,4,0.0,,10.0,35,4,45.0,7,62.0,17,14.0,2,1.0,0,4.0,0,1.0,1.0,2
1,5,77,0.0,,16.0,31,4,47.0,7,82.0,13,14.0,3,2.0,2,0.0,0,1.0,2.0,2
0,0,77,0.0,,13.0,25,4,38.0,7,61.0,16,17.0,3,0.0,1,0.0,0,1.0,1.0,2
0,0,18,0.0,,10.0,27,2,37.0,7,21.0,17,17.0,3,3.0,1,2.0,0,1.0,1.0,2
0,0,8,0.0,,18.0,33,4,51.0,7,75.0,15,17.0,3,2.0,0,0.0,0,1.0,1.0,2
0,4,33,0.0,,10.0,30,1,40.0,7,11.0,20,17.0,1,0.0,1,0.0,0,0.0,1.0,2
0,1,101,0.0,,4.0,31,1,35.0,7,11.0,22,19.0,1,2.0,2,0.0,0,0.0,1.0,2
1,3,222,0.0,,1.0,29,4,30.0,7,66.0,15,16.0,1,0.0,0,0.0,0,0.0,1.0,2
1,5,3,0.0,,,30,4,,7,,19,22.0,3,,2,0.0,0,,,1
0,3,98,0.0,,,38,4,,7,,16,17.0,3,,1,5.0,0,,,1
1,2,236,1.0,0.0,7.0,33,1,40.0,7,61.0,27,13.0,5,3.0,3,0.0,0,0.0,1.0,1
0,0,3,0.0,,6.0,37,4,43.0,7,72.0,17,15.0,3,0.0,0,1.0,0,0.0,1.0,1
0,2,3,0.0,,5.0,34,4,39.0,7,44.0,18,16.0,5,0.0,0,0.0,0,0.0,1.0,1
0,0,261,0.0,,,28,2,,7,,18,16.0,4,,1,0.0,0,,,1
0,1,5,0.0,,10.0,18,4,28.0,7,66.0,15,15.0,3,1.0,0,0.0,0,0.0,1.0,1
1,4,4,0.0,,11.0,27,4,38.0,7,41.0,21,18.0,4,,2,0.0,2,0.0,1.0,1
0,1,3,0.0,,5.0,35,4,40.0,7,62.0,19,16.0,5,2.0,1,0.0,0,0.0,1.0,1
0,1,3,0.0,,9.0,41,4,50.0,7,62.0,16,14.0,4,0.0,0,4.0,0,0.0,1.0,1
1,4,256,0.0,0.0,2.0,36,3,38.0,4,66.0,25,14.0,4,2.0,2,1.0,1,0.0,1.0,1
0,0,256,0.0,,4.0,26,2,30.0,4,33.0,18,13.0,4,2.0,2,0.0,2,0.0,1.0,1
1,2,253,1.0,0.0,6.0,20,2,26.0,4,44.0,20,14.0,3,2.0,1,0.0,1,0.0,1.0,1
0,0,256,1.0,,3.0,18,1,21.0,4,62.0,16,16.0,3,2.0,2,0.0,0,0.0,1.0,1
1,3,256,1.0,1.0,2.0,25,1,27.0,4,62.0,15,14.0,4,,2,0.0,3,0.0,1.0,1
0,3,256,0.0,0.0,6.0,33,2,39.0,4,77.0,22,17.0,3,2.0,2,0.0,0,0.0,1.0,1
0,0,256,,,,48,2,,4,,29,16.0,4,,2,0.0,0,,,1
1,1,256,1.0,0.0,4.0,49,1,53.0,4,42.0,21,17.0,3,2.0,1,0.0,1,0.0,2.0,1
0,0,256,1.0,,2.0,24,2,26.0,4,72.0,13,13.0,3,2.0,2,0.0,0,0.0,1.0,1
1,1,256,1.0,1.0,9.0,26,1,35.0,4,72.0,16,12.0,4,2.0,2,1.0,0,0.0,1.0,1
0,0,235,1.0,0.0,2.0,45,1,47.0,4,33.0,32,18.0,4,2.0,2,0.0,1,0.0,2.0,1
0,0,235,0.0,,8.0,33,1,41.0,2,42.0,18,14.0,4,2.0,2,0.0,0,0.0,1.0,2
0,1,235,1.0,2.0,,22,1,,2,,11,,3,,1,3.0,0,,,2
1,5,244,1.0,2.0,20.0,39,3,59.0,2,82.0,16,15.0,3,2.0,2,0.0,1,0.0,1.0,2
1,2,235,0.0,0.0,8.0,46,1,54.0,2,11.0,24,17.0,2,1.0,1,2.0,0,0.0,1.0,2
1,3,235,1.0,1.0,,45,1,,2,,12,14.0,2,,1,0.0,0,,,2
0,0,236,1.0,,,48,1,,2,,19,16.0,2,,1,0.0,0,,,2
1,5,235,0.0,2.0,3.0,30,3,33.0,2,66.0,19,16.0,3,1.0,1,0.0,0,0.0,1.0,2
1,2,244,1.0,,11.0,49,1,60.0,2,11.0,16,14.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,235,1.0,,1.0,19,2,20.0,2,66.0,16,15.0,3,1.0,0,0.0,2,0.0,1.0,2
1,3,244,0.0,1.0,17.0,31,3,48.0,2,33.0,15,15.0,4,3.0,1,0.0,1,0.0,1.0,2
0,3,238,1.0,1.0,22.0,30,96,52.0,2,11.0,23,14.0,2,1.0,1,0.0,0,0.0,1.0,2
0,3,244,,2.0,6.0,20,1,26.0,2,11.0,20,17.0,3,2.0,2,1.0,1,0.0,1.0,2
0,2,202,1.0,0.0,1.0,30,2,31.0,9,66.0,24,18.0,4,2.0,2,3.0,1,0.0,1.0,2
0,0,202,0.0,2.0,35.0,39,2,74.0,9,11.0,20,17.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,202,0.0,1.0,6.0,36,2,42.0,9,71.0,18,15.0,2,1.0,1,0.0,0,0.0,1.0,2
0,4,202,0.0,2.0,4.0,27,1,31.0,9,73.0,25,18.0,2,2.0,2,0.0,1,0.0,1.0,2
1,2,202,0.0,2.0,,44,2,,9,,17,17.0,2,,1,0.0,0,,,2
0,1,202,0.0,1.0,,30,3,,9,,20,19.0,1,,1,0.0,0,,,2
1,2,202,0.0,0.0,2.0,34,2,36.0,9,66.0,24,18.0,2,1.0,1,0.0,1,0.0,1.0,2
0,0,202,1.0,0.0,11.0,25,2,36.0,9,44.0,22,22.0,5,3.0,2,0.0,0,0.0,1.0,2
1,4,202,0.0,2.0,7.0,36,2,43.0,9,62.0,21,21.0,3,1.0,2,3.0,1,0.0,1.0,2
0,0,202,0.0,1.0,20.0,47,2,67.0,9,31.0,20,17.0,3,3.0,2,2.0,0,4.0,2.0,2
0,0,33,0.0,,,47,4,,5,,16,16.0,3,,0,3.0,0,,,1
0,0,45,1.0,,,29,1,,5,,17,18.0,4,,2,0.0,0,,,1
0,0,33,0.0,,2.0,23,4,25.0,5,82.0,15,15.0,2,2.0,2,0.0,0,0.0,1.0,1
1,3,33,1.0,1.0,4.0,36,1,40.0,5,72.0,14,14.0,1,0.0,1,1.0,0,0.0,1.0,1
0,0,996,0.0,,,45,2,,5,,18,18.0,2,,0,5.0,0,,,1
0,5,45,0.0,,9.0,24,4,33.0,5,62.0,13,14.0,2,2.0,2,5.0,0,0.0,1.0,1
0,0,33,1.0,,9.0,49,1,58.0,5,11.0,14,14.0,2,0.0,0,0.0,0,0.0,1.0,1
1,2,33,0.0,,12.0,17,1,29.0,5,72.0,15,15.0,3,2.0,2,1.0,0,0.0,1.0,1
1,3,33,1.0,1.0,5.0,31,1,36.0,5,11.0,19,19.0,2,1.0,1,1.0,0,0.0,1.0,1
0,2,3,0.0,,6.0,29,4,35.0,5,81.0,23,12.0,4,0.0,0,0.0,0,3.0,2.0,1
0,0,61,0.0,,9.0,24,4,33.0,5,62.0,14,14.0,3,1.0,1,0.0,0,0.0,1.0,1
0,0,45,0.0,,4.0,35,2,39.0,5,11.0,21,20.0,4,2.0,2,2.0,0,0.0,1.0,1
0,1,33,0.0,,,41,1,,5,,20,15.0,2,,1,0.0,0,,,1
0,3,33,0.0,,7.0,26,4,33.0,5,72.0,16,17.0,3,0.0,2,5.0,0,0.0,1.0,1
0,2,33,0.0,2.0,6.0,26,1,32.0,5,62.0,16,15.0,2,1.0,2,0.0,0,0.0,1.0,1
0,0,33,0.0,,,48,1,,5,,17,15.0,2,,0,0.0,0,,,1
0,0,261,0.0,0.0,8.0,32,1,40.0,12,62.0,25,17.0,4,2.0,2,0.0,0,0.0,1.0,1
1,3,159,0.0,2.0,,30,1,,12,,20,18.0,4,,2,0.0,0,,,1
1,3,202,0.0,2.0,0.0,29,2,29.0,12,61.0,22,20.0,4,2.0,2,0.0,0,0.0,1.0,1
0,1,235,1.0,1.0,,24,1,,12,,16,16.0,3,,2,0.0,0,,,1
0,0,179,0.0,0.0,4.0,36,2,40.0,12,62.0,15,16.0,4,2.0,2,0.0,2,0.0,1.0,1
0,1,244,0.0,2.0,10.0,38,1,48.0,12,41.0,17,,4,2.0,2,4.0,2,0.0,1.0,1
0,0,202,1.0,2.0,14.0,48,1,62.0,12,72.0,23,17.0,4,2.0,2,1.0,1,1.0,1.0,1
1,4,176,0.0,1.0,10.0,20,4,30.0,12,62.0,12,14.0,5,2.0,1,1.0,0,0.0,1.0,1
0,0,235,0.0,,6.0,22,1,28.0,12,66.0,15,17.0,4,2.0,2,1.0,0,0.0,1.0,1
1,0,179,0.0,,-1.0,32,1,31.0,12,96.0,31,20.0,4,3.0,2,0.0,0,0.0,2.0,1
0,1,3,0.0,,0.0,30,4,30.0,1,12.0,14,14.0,1,0.0,0,0.0,0,1.0,1.0,2
0,0,3,0.0,,18.0,30,4,48.0,1,11.0,19,18.0,2,0.0,0,0.0,0,1.0,1.0,2
0,0,87,0.0,,6.0,46,2,52.0,1,11.0,28,29.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,3,0.0,,27.0,20,4,47.0,1,11.0,15,15.0,1,0.0,0,0.0,0,1.0,1.0,2
0,0,174,0.0,,20.0,25,2,45.0,1,11.0,15,15.0,1,1.0,1,0.0,0,0.0,1.0,2
1,5,174,0.0,2.0,,20,2,,1,,13,13.0,3,,2,0.0,0,,,2
0,2,3,0.0,,11.0,23,4,34.0,1,62.0,18,18.0,2,0.0,0,2.0,0,0.0,1.0,2
0,0,174,0.0,1.0,5.0,49,1,54.0,1,11.0,31,16.0,2,0.0,0,1.0,0,0.0,1.0,2
1,5,248,1.0,1.0,8.0,42,2,50.0,10,11.0,15,15.0,3,1.0,2,3.0,1,0.0,1.0,2
0,3,248,0.0,2.0,13.0,22,2,35.0,10,11.0,20,16.0,3,2.0,2,1.0,0,0.0,1.0,2
1,3,248,,2.0,5.0,25,2,30.0,10,62.0,16,13.0,3,2.0,2,3.0,0,0.0,1.0,2
0,1,248,0.0,2.0,,42,1,,10,,22,16.0,3,,2,2.0,0,,,2
0,0,248,0.0,,3.0,20,2,23.0,10,66.0,12,14.0,3,2.0,2,0.0,0,0.0,1.0,2
1,5,236,1.0,2.0,8.0,46,2,54.0,10,11.0,30,17.0,2,1.0,1,1.0,2,0.0,1.0,2
0,2,248,1.0,2.0,17.0,47,2,64.0,10,11.0,14,13.0,3,2.0,2,3.0,2,0.0,1.0,2
0,3,248,0.0,2.0,14.0,40,2,54.0,10,11.0,38,16.0,3,2.0,2,0.0,0,0.0,1.0,2
0,1,248,,2.0,5.0,45,2,50.0,10,11.0,21,16.0,2,2.0,1,4.0,0,0.0,1.0,2
1,5,248,1.0,2.0,7.0,25,2,32.0,10,66.0,13,12.0,2,1.0,1,0.0,0,0.0,1.0,2
0,0,245,0.0,,2.0,36,2,38.0,10,62.0,22,15.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,47,0.0,,33.0,34,4,67.0,7,11.0,19,13.0,4,1.0,1,0.0,0,1.0,1.0,1
0,0,14,0.0,,0.0,37,4,37.0,7,43.0,14,15.0,5,2.0,0,1.0,0,1.0,1.0,1
0,0,14,0.0,,,40,4,,7,,15,16.0,5,,1,0.0,0,,,1
0,0,996,0.0,,21.0,45,4,66.0,7,73.0,14,14.0,4,1.0,0,0.0,0,0.0,1.0,1
0,0,14,0.0,,11.0,49,4,60.0,7,11.0,17,17.0,3,1.0,0,0.0,0,0.0,1.0,1
0,1,3,0.0,,,18,4,,7,,16,17.0,3,,1,0.0,0,,,1
0,1,18,0.0,,14.0,18,4,32.0,7,21.0,15,16.0,3,2.0,0,0.0,0,2.0,1.0,1
0,0,14,0.0,,28.0,20,4,48.0,7,11.0,17,18.0,3,1.0,2,0.0,0,1.0,1.0,1
0,0,77,0.0,,12.0,35,4,47.0,7,11.0,18,18.0,3,0.0,0,0.0,0,0.0,1.0,1
1,4,101,0.0,,7.0,41,4,48.0,7,0.0,17,16.0,3,1.0,1,0.0,0,1.0,2.0,1
0,4,98,0.0,,,22,4,,7,,19,19.0,3,,1,3.0,0,,,1
0,1,95,0.0,,,28,4,,7,,17,18.0,4,,2,1.0,0,,,1
0,0,55,0.0,,,49,2,,7,,16,16.0,4,,2,3.0,0,,,1
0,1,216,0.0,,9.0,25,1,34.0,11,72.0,15,17.0,4,2.0,1,0.0,0,0.0,1.0,1
0,1,158,0.0,2.0,5.0,29,1,34.0,11,62.0,18,18.0,5,2.0,2,0.0,1,0.0,1.0,1
0,1,203,,,10.0,40,2,50.0,11,72.0,16,,5,1.0,1,0.0,0,0.0,1.0,1
0,4,149,0.0,,6.0,24,2,30.0,11,54.0,19,17.0,4,2.0,2,0.0,3,0.0,2.0,1
0,0,203,0.0,,8.0,22,2,30.0,11,72.0,19,20.0,3,1.0,1,5.0,0,0.0,1.0,1
1,1,146,1.0,0.0,13.0,25,2,38.0,11,42.0,22,13.0,4,2.0,2,0.0,0,0.0,2.0,1
0,2,195,0.0,,3.0,26,2,29.0,11,72.0,23,17.0,4,2.0,2,2.0,1,0.0,1.0,1
0,0,167,0.0,,10.0,40,2,50.0,11,11.0,12,18.0,4,2.0,2,5.0,0,0.0,1.0,1
1,1,195,1.0,2.0,12.0,30,1,42.0,11,62.0,23,21.0,4,2.0,2,0.0,0,0.0,2.0,1
1,1,107,0.0,,3.0,40,3,43.0,11,62.0,23,16.0,3,1.0,1,0.0,0,0.0,1.0,1
1,4,202,0.0,,10.0,30,1,40.0,11,72.0,20,15.0,3,1.0,2,5.0,0,0.0,1.0,1
1,4,996,1.0,2.0,25.0,45,1,70.0,11,0.0,17,,3,1.0,2,4.0,3,0.0,1.0,1
1,3,229,1.0,0.0,7.0,23,2,30.0,3,96.0,19,17.0,4,,1,1.0,0,0.0,1.0,1
0,4,180,0.0,2.0,8.0,37,1,45.0,3,96.0,23,18.0,4,2.0,2,3.0,0,0.0,1.0,1
0,4,244,0.0,0.0,9.0,26,1,35.0,3,66.0,20,19.0,4,1.0,2,0.0,0,0.0,1.0,1
0,2,202,0.0,0.0,14.0,33,2,47.0,3,72.0,27,17.0,4,1.0,2,1.0,0,0.0,1.0,1
0,2,202,1.0,0.0,7.0,24,1,31.0,3,72.0,17,16.0,5,1.0,2,0.0,0,0.0,1.0,1
0,3,179,0.0,2.0,,40,1,,3,,25,17.0,5,,2,0.0,0,,,1
0,2,202,0.0,,3.0,24,1,27.0,3,73.0,16,14.0,4,2.0,2,0.0,0,0.0,1.0,1
1,5,202,0.0,0.0,3.0,40,1,43.0,3,62.0,22,20.0,4,2.0,2,1.0,2,0.0,1.0,1
1,2,155,0.0,0.0,14.0,29,2,43.0,3,66.0,22,18.0,4,1.0,2,0.0,0,0.0,1.0,1
0,0,202,0.0,0.0,30.0,32,1,62.0,3,11.0,28,21.0,5,3.0,2,1.0,0,0.0,1.0,1
1,4,202,0.0,1.0,10.0,39,1,49.0,3,33.0,16,18.0,5,3.0,2,0.0,2,,1.0,1
1,0,232,,1.0,8.0,24,2,32.0,3,72.0,18,18.0,5,2.0,3,0.0,0,0.0,2.0,1
1,0,179,0.0,2.0,14.0,28,1,42.0,3,62.0,16,14.0,3,2.0,1,0.0,0,0.0,1.0,1
0,0,202,0.0,2.0,7.0,43,2,50.0,9,11.0,22,18.0,3,1.0,2,1.0,3,0.0,2.0,2
0,0,202,,1.0,11.0,36,2,47.0,9,72.0,17,16.0,3,1.0,1,0.0,0,0.0,1.0,2
0,0,202,0.0,2.0,5.0,49,1,54.0,9,21.0,15,16.0,5,3.0,3,0.0,0,0.0,1.0,2
0,1,202,0.0,2.0,2.0,25,2,27.0,9,66.0,19,18.0,4,1.0,2,0.0,1,0.0,1.0,2
0,1,202,0.0,2.0,3.0,46,1,49.0,9,62.0,16,16.0,2,2.0,1,0.0,1,0.0,1.0,2
1,3,202,0.0,,,30,1,,9,,22,16.0,2,,1,1.0,0,,,2
0,1,202,0.0,1.0,46.0,47,2,93.0,9,32.0,15,16.0,4,0.0,2,1.0,0,2.0,1.0,2
0,0,202,0.0,2.0,8.0,37,7,45.0,9,62.0,21,20.0,2,2.0,1,0.0,0,0.0,1.0,2
1,3,202,1.0,1.0,2.0,39,1,41.0,9,61.0,36,18.0,2,1.0,1,0.0,1,0.0,1.0,2
0,0,202,0.0,2.0,9.0,41,1,50.0,9,66.0,18,19.0,5,2.0,2,0.0,0,1.0,1.0,2
0,2,173,0.0,,7.0,17,2,24.0,8,75.0,16,16.0,3,2.0,2,5.0,0,0.0,2.0,2
0,3,173,0.0,0.0,,40,2,,8,,18,15.0,2,,1,4.0,0,,,2
0,0,173,0.0,0.0,10.0,32,2,42.0,8,66.0,17,17.0,4,1.0,1,0.0,0,0.0,1.0,2
0,3,254,0.0,0.0,12.0,16,2,28.0,8,72.0,14,,1,2.0,2,3.0,0,0.0,1.0,2
0,1,173,0.0,0.0,12.0,28,2,40.0,8,11.0,17,12.0,2,1.0,1,4.0,0,0.0,1.0,2
0,1,173,0.0,,17.0,40,2,57.0,8,11.0,30,25.0,1,1.0,1,0.0,0,0.0,1.0,2
0,1,173,,0.0,8.0,40,2,48.0,8,72.0,19,16.0,2,2.0,2,2.0,1,0.0,2.0,2
0,1,173,1.0,,14.0,31,2,45.0,8,72.0,22,18.0,2,1.0,1,4.0,0,0.0,2.0,2
1,3,173,1.0,2.0,9.0,21,2,30.0,8,72.0,19,15.0,2,1.0,2,2.0,0,0.0,1.0,2
0,3,173,0.0,0.0,,40,2,,8,,15,,2,,1,5.0,0,,,2
0,3,173,1.0,2.0,7.0,21,2,28.0,8,73.0,17,16.0,4,2.0,2,3.0,1,0.0,1.0,2
0,1,173,0.0,2.0,3.0,29,2,32.0,8,11.0,19,20.0,2,1.0,1,2.0,1,0.0,2.0,2
0,0,173,0.0,1.0,5.0,43,2,48.0,8,71.0,17,18.0,3,1.0,1,0.0,0,0.0,1.0,2
0,1,173,1.0,2.0,,41,2,,8,,15,16.0,2,,2,2.0,0,,,2
0,1,173,0.0,,6.0,44,2,50.0,8,42.0,25,,2,,1,5.0,3,1.0,2.0,2
0,0,78,0.0,,2.0,24,3,26.0,8,66.0,17,16.0,3,1.0,1,3.0,0,0.0,1.0,2
0,0,166,,,25.0,39,2,64.0,8,11.0,24,17.0,3,0.0,2,2.0,1,0.0,1.0,2
1,3,996,1.0,2.0,,46,2,,8,,17,16.0,2,,1,0.0,0,,,2
1,2,996,0.0,,,41,2,,8,,20,18.0,3,,1,3.0,0,,,2
0,3,996,0.0,0.0,7.0,24,2,31.0,8,96.0,21,18.0,2,3.0,3,0.0,2,0.0,1.0,2
0,0,166,0.0,,10.0,28,3,38.0,8,62.0,16,16.0,3,3.0,2,1.0,0,0.0,2.0,2
0,4,144,0.0,,6.0,20,4,26.0,9,11.0,16,15.0,3,3.0,2,0.0,0,0.0,2.0,1
0,1,202,1.0,,7.0,20,1,27.0,9,73.0,18,15.0,4,2.0,1,2.0,0,0.0,1.0,1
0,1,176,0.0,,2.0,48,4,50.0,9,62.0,23,14.0,4,2.0,1,1.0,0,0.0,1.0,1
0,2,202,0.0,,3.0,30,1,33.0,9,33.0,24,16.0,4,3.0,3,0.0,0,0.0,2.0,1
0,2,176,0.0,,11.0,26,4,37.0,9,11.0,14,14.0,4,1.0,2,0.0,0,0.0,1.0,1
0,4,176,0.0,,,38,4,,9,,19,17.0,4,,1,4.0,0,,,1
1,2,176,0.0,1.0,0.0,48,4,48.0,9,11.0,13,15.0,3,1.0,1,5.0,0,1.0,1.0,1
0,0,202,0.0,,3.0,26,2,29.0,9,73.0,20,16.0,3,1.0,1,0.0,0,0.0,2.0,1
1,1,176,0.0,2.0,11.0,24,2,35.0,9,51.0,16,16.0,3,2.0,2,0.0,0,0.0,1.0,1
1,2,176,0.0,,12.0,38,4,50.0,9,11.0,31,15.0,3,1.0,1,0.0,1,0.0,1.0,1
0,3,176,0.0,,2.0,28,2,30.0,9,96.0,20,20.0,3,2.0,2,1.0,0,0.0,1.0,1
1,4,144,0.0,1.0,8.0,26,1,34.0,9,11.0,22,15.0,3,2.0,2,4.0,0,0.0,2.0,1
1,5,202,,2.0,9.0,44,1,53.0,9,42.0,20,13.0,4,2.0,2,0.0,0,0.0,1.0,1
0,1,3,0.0,,7.0,33,4,40.0,5,62.0,14,,5,2.0,1,0.0,0,0.0,1.0,1
1,0,5,0.0,,,22,4,,5,,14,15.0,3,,0,0.0,0,,,1
0,3,3,0.0,,5.0,40,4,45.0,5,21.0,11,,4,1.0,1,0.0,1,2.0,1.0,1
0,3,18,0.0,2.0,12.0,31,1,43.0,5,96.0,27,25.0,5,3.0,3,0.0,1,0.0,1.0,1
1,0,4,0.0,,15.0,18,4,33.0,5,62.0,15,15.0,4,1.0,2,0.0,0,1.0,1.0,1
0,1,3,0.0,,,40,4,,5,,18,17.0,4,,2,0.0,0,,,1
0,0,199,0.0,,20.0,37,2,57.0,5,62.0,16,14.0,5,2.0,2,0.0,3,0.0,2.0,1
0,0,3,0.0,,20.0,45,4,65.0,5,11.0,14,,3,0.0,0,0.0,1,1.0,1.0,1
0,4,31,0.0,,13.0,17,4,30.0,5,66.0,16,16.0,4,1.0,1,0.0,0,0.0,1.0,1
0,3,3,0.0,,6.0,31,4,37.0,5,62.0,16,16.0,4,2.0,0,5.0,0,0.0,1.0,1
1,5,5,0.0,,,30,4,,5,,16,13.0,3,,0,1.0,0,,,1
1,4,3,0.0,,,45,4,,5,,12,12.0,3,,0,5.0,0,,,1
0,0,248,1.0,0.0,13.0,29,2,42.0,10,11.0,15,14.0,2,1.0,1,4.0,0,1.0,1.0,2
0,5,248,1.0,2.0,,18,2,,10,,11,14.0,3,,2,0.0,0,,,2
0,1,248,0.0,1.0,8.0,42,2,50.0,10,11.0,17,,3,2.0,2,0.0,1,0.0,1.0,2
0,0,248,0.0,1.0,3.0,31,2,34.0,10,11.0,25,14.0,2,0.0,2,2.0,0,0.0,2.0,2
1,3,248,0.0,1.0,7.0,38,2,45.0,10,11.0,17,,2,2.0,2,0.0,2,0.0,1.0,2
0,3,248,1.0,2.0,4.0,27,2,31.0,10,73.0,22,18.0,3,3.0,3,0.0,0,0.0,1.0,2
0,0,248,0.0,,3.0,25,1,28.0,10,81.0,13,15.0,3,2.0,2,0.0,0,0.0,1.0,2
1,5,248,1.0,1.0,8.0,24,2,32.0,10,11.0,22,19.0,3,2.0,2,0.0,0,0.0,2.0,2
0,0,248,0.0,,6.0,36,1,42.0,10,62.0,20,16.0,4,2.0,1,0.0,0,0.0,1.0,2
1,2,232,0.0,2.0,5.0,37,2,42.0,12,41.0,18,16.0,5,2.0,2,0.0,2,,1.0,1
1,1,202,0.0,2.0,,40,1,,12,,18,18.0,4,,1,0.0,0,,,1
0,0,101,,,6.0,19,4,25.0,12,66.0,12,13.0,4,,0,0.0,0,0.0,1.0,1
1,3,202,1.0,2.0,,38,1,,12,,16,17.0,4,,2,0.0,0,,,1
0,4,190,0.0,,6.0,22,4,28.0,12,66.0,21,18.0,5,2.0,2,0.0,0,0.0,1.0,1
1,4,236,0.0,2.0,3.0,27,1,30.0,12,72.0,10,,4,0.0,1,1.0,3,0.0,1.0,1
0,2,244,0.0,1.0,4.0,32,1,36.0,12,21.0,22,18.0,5,3.0,2,0.0,0,0.0,2.0,1
0,1,232,1.0,0.0,,33,2,,12,,20,20.0,4,,2,0.0,0,,,1
0,3,245,1.0,1.0,9.0,29,2,38.0,12,33.0,23,21.0,5,3.0,2,0.0,0,0.0,1.0,1
0,3,236,0.0,2.0,12.0,40,3,52.0,12,82.0,20,15.0,4,2.0,2,0.0,2,0.0,1.0,1
0,0,232,0.0,,6.0,47,1,53.0,12,82.0,18,15.0,5,2.0,2,0.0,0,0.0,1.0,1
0,1,47,0.0,2.0,11.0,20,1,31.0,1,54.0,14,15.0,3,2.0,1,1.0,0,0.0,1.0,2
0,1,47,0.0,2.0,5.0,25,1,30.0,7,11.0,16,14.0,1,2.0,0,0.0,0,0.0,1.0,2
0,1,101,0.0,2.0,8.0,16,1,24.0,7,11.0,15,15.0,1,2.0,1,0.0,0,0.0,1.0,2
1,0,47,0.0,,12.0,28,4,40.0,7,11.0,14,15.0,1,0.0,1,0.0,0,0.0,2.0,2
0,2,4,0.0,,,43,4,,7,,18,18.0,1,,0,1.0,0,,,2
0,2,101,1.0,2.0,11.0,42,1,53.0,7,11.0,14,15.0,1,1.0,0,0.0,0,0.0,1.0,2
0,1,101,1.0,2.0,31.0,36,1,67.0,7,11.0,15,16.0,1,1.0,0,0.0,0,1.0,1.0,2
1,5,47,0.0,1.0,12.0,28,1,40.0,7,11.0,15,14.0,1,0.0,1,0.0,0,0.0,1.0,2
1,1,101,0.0,1.0,9.0,24,2,33.0,7,11.0,18,19.0,1,1.0,1,0.0,0,0.0,1.0,2
1,0,101,0.0,2.0,15.0,42,2,57.0,7,11.0,24,23.0,1,1.0,0,0.0,0,1.0,2.0,2
0,1,47,1.0,,27.0,18,4,45.0,7,11.0,14,13.0,1,0.0,1,0.0,0,2.0,1.0,2
0,0,47,0.0,1.0,,37,3,,7,,13,14.0,1,,0,0.0,0,,,2
0,1,101,0.0,2.0,18.0,35,2,53.0,7,11.0,16,15.0,1,1.0,1,3.0,0,0.0,1.0,2
1,5,101,1.0,1.0,27.0,28,1,55.0,7,11.0,16,15.0,1,0.0,0,0.0,0,1.0,1.0,2
0,3,138,0.0,2.0,2.0,38,1,40.0,11,31.0,22,19.0,4,2.0,2,0.0,0,0.0,1.0,1
0,3,225,1.0,2.0,6.0,24,1,30.0,2,11.0,23,18.0,3,2.0,2,0.0,0,0.0,1.0,2
1,4,238,0.0,2.0,16.0,27,1,43.0,2,66.0,15,15.0,2,1.0,2,0.0,2,0.0,1.0,2
1,2,238,0.0,2.0,12.0,22,1,34.0,2,11.0,14,15.0,2,2.0,2,3.0,1,0.0,1.0,2
1,0,235,1.0,2.0,7.0,43,1,50.0,2,11.0,17,18.0,5,2.0,2,2.0,0,0.0,1.0,2
0,0,235,0.0,1.0,0.0,42,1,42.0,2,11.0,18,17.0,3,1.0,1,5.0,1,0.0,1.0,2
0,1,235,1.0,1.0,1.0,18,1,19.0,2,0.0,16,16.0,2,2.0,2,0.0,0,0.0,2.0,2
1,4,235,1.0,,5.0,28,1,33.0,2,11.0,13,12.0,2,3.0,2,5.0,0,,1.0,2
1,0,235,0.0,1.0,15.0,38,1,53.0,2,11.0,19,16.0,4,1.0,1,2.0,0,0.0,1.0,2
